N_total,error,log10_error
1110944,6.39949429995041E-4,-3.1938543434252233
1120944,2.3244441954859384E-4,-3.633680875758993
1130943,1.019488545976848E-4,-3.991617649186473
1140943,3.822551384149647E-4,-3.417646667929335
1150942,1.9661864342602437E-4,-3.7063753046464734
1160942,1.334880259710281E-4,-3.8745576892652194
1170941,4.306932399934346E-4,-3.3658319447142717
1180941,3.731581681425778E-4,-3.4281070475705215
1190940,2.618358028375399E-4,-3.5819709692762265
1200940,6.371070938657195E-4,-3.1957875592413214
1210939,2.874042673243513E-6,-5.54150678783137
1220939,0.0010123352223283051,-2.9946756524168134
1230938,3.626024877643507E-4,-3.4405692205973124
1240938,1.6254991211205437E-4,-3.7890132609833582
1250937,1.3168430612611038E-4,-3.880465980307452
1260937,1.3873656777489295E-4,-3.8578090537810055
1270936,1.9014420455706397E-4,-3.7209169069983568
1280936,5.985997653414711E-4,-3.222863457744615
1290935,1.9747484409884783E-5,-4.704488220366072
1300935,2.7791451414779875E-4,-3.556088771503675
1310934,7.396615569712285E-5,-4.130966952650157
1320934,3.324106157694128E-4,-3.478325115163322
1330933,1.8686645009251387E-4,-3.7284686646329654
1340933,3.158898609767867E-4,-3.500464313292378
1350932,2.332552063700228E-4,-3.6321686538085274
1360932,4.0649647646425884E-4,-3.3909432145441105
1370931,6.472352297372423E-5,-4.188937851618165
1380931,7.197907904381568E-4,-3.142793714348121
1390930,3.6536086759366934E-4,-3.4372779701149385
1400930,5.306330056195302E-4,-3.275205740194947
1410929,8.338697389928046E-4,-3.07890178635867
1420928,2.3498465337263335E-4,-3.6289605001674867
1430928,4.433188963770343E-4,-3.3532837565929072
1440928,2.46991834943488E-6,-5.607317403410777
1450927,0.0010016195989629095,-2.999297186092345
1460927,6.794587477140924E-4,-3.167836905648168
1470926,6.964467717161894E-4,-3.1571120703861846
1480926,6.314025177086023E-5,-4.1996936906972495
1490925,1.5478045919859522E-4,-3.810283869220963
1500925,8.84454556596707E-5,-4.053324476294445
1510924,1.0539125116854041E-4,-3.9771954396635882
1520924,2.443773226170262E-4,-3.6119390976080292
1530923,2.89331415369537E-4,-3.5386044084505004
1540923,5.892180558030873E-4,-3.2297239532491298
1550922,2.7854264731956357E-4,-3.555108301109353
1560922,5.014318398748862E-4,-3.2997880927093988
1570921,6.901193869171465E-4,-3.1610757721696077
1580921,4.529849528451524E-4,-3.3439162240464504
1590920,8.57656078307984E-4,-3.066686830142585
1600920,2.8342905712337436E-4,-3.5475556279719314
1610919,1.903426660630541E-4,-3.720463851971266
1620919,2.6565328895514407E-4,-3.575684802881561
1630918,1.2881511070245077E-4,-3.890033188918993
1640918,2.273606683101388E-4,-3.6432846628377047
1650917,4.1968865849464654E-4,-3.3770727668374594
1660917,6.292453035867524E-4,-3.2011800171526144
1670916,3.065968585545611E-4,-3.5134322993166363
1680916,1.2069431356942716E-4,-3.918313190910066
1690915,1.3061680239048393E-4,-3.8840009523404304
1700915,3.881163595464019E-4,-3.4110380508673344
1710914,1.1630646970496281E-4,-3.9343961263806215
1720913,2.1526802916163536E-6,-5.66702046525171
1730913,6.641563044534089E-4,-3.17772970049163
1740912,8.124529969058486E-5,-4.090201754995114
1750912,2.2765959731933043E-4,-3.6427140366583624
1760912,6.210692015945037E-4,-3.206860006592794
1770911,8.273619068298554E-4,-3.0823044786477043
1780911,5.203108738803104E-4,-3.2837370977694094
1790910,2.4913296910860093E-4,-3.603568796130744
1800910,3.58160567980415E-4,-3.4459222299084944
1810909,7.539962944614865E-4,-3.1226307884788778
1820909,1.507436525723532E-4,-3.8217609658268707
1830908,3.673313418404535E-4,-3.4349420147321528
1840908,6.586996955090839E-5,-4.181312537315668
1850907,7.305787586681074E-4,-3.136332958906657
1860907,2.381439200771757E-4,-3.623160501746928
1870906,9.809152534943106E-5,-4.00836851201824
1880906,7.438234839352408E-5,-4.128530114250122
1890905,1.0794742564328363E-4,-3.9667877103677105
1900905,8.235808688546573E-6,-5.08429375026109
1910904,9.960686813076836E-5,-4.001710714905056
1920904,2.627960303785286E-4,-3.58038119922535
1930903,1.228662721263182E-4,-3.9105673184131513
1940903,2.3724474263644353E-4,-3.6248034027964766
1950902,5.0352745666748686E-5,-4.29797684297716
1960902,2.8948291414856693E-4,-3.538377064095342
1970901,2.1058563977636172E-4,-3.6765712474834937
1980901,5.817004722589448E-4,-3.2353005836154702
1990900,4.126267621486161E-4,-3.3844426079756915
2000900,3.072312309708279E-4,-3.512534639067317
2010899,5.924050032446736E-4,-3.2273812822366197
2020899,3.488113492465612E-4,-3.4574093929052716
2030898,2.2283798685533102E-4,-3.6520107736624703
2040897,1.2180577436105032E-4,-3.914332122920733
2050897,3.7824307868529814E-4,-3.422229010208369
2060897,2.9054372100028014E-4,-3.5367885057505775
2070896,3.749912504203513E-4,-3.4259788654415906
2080896,2.44811583088286E-4,-3.61116803770165
2090895,4.957375757754857E-4,-3.304748161317844
2100895,2.460999240320699E-4,-3.608888520358384
2110894,0.001141371342459871,-2.9425730359116327
2120894,2.0246322643062363E-4,-3.693653846565586
2130893,3.853130140584285E-6,-5.414186322317615
2140893,3.423049126420235E-4,-3.4655868679728083
2150892,2.1510217745122833E-4,-3.667355193284008
2160892,4.769094309036501E-4,-3.3215640892899385
2170891,4.579460495066177E-4,-3.3391856830915065
2180891,6.327318307353385E-4,-3.1987803170107614
2190890,2.0806266551459305E-4,-3.6818058420163093
2200890,4.3154844621424125E-4,-3.36497044272401
2210889,4.1372241035167204E-5,-4.3832909537758304
2220889,5.068799871612774E-4,-3.295094855426829
2230888,9.911452091201658E-5,-4.003862713930689
2240888,2.4506943001454697E-4,-3.61071085930691
2250887,5.118339671000986E-5,-4.29087089618498
2260887,5.133211402640177E-4,-3.28961084968634
2270886,2.0594117243985202E-4,-3.68625681911337
2280886,4.391390560321828E-4,-3.3573979360111514
2290885,3.271992770678786E-5,-4.485187664553826
2300885,2.712322879348834E-4,-3.5666586126025783
2310884,1.4543019490375532E-4,-3.8373454138439205
2320884,1.0311997043806273E-4,-3.9866572201560895
2330883,3.289902273898927E-5,-4.482817002517136
2340883,3.5964093671272073E-4,-3.4441308798515866
2350882,5.1232637695146403E-5,-4.290453284042501
2360882,1.1993469625370163E-4,-3.9210551604230366
2370881,1.737745229616447E-4,-3.760013895023243
2380881,5.7453906077931604E-5,-4.240680439901289
2390880,1.2981246321014348E-4,-3.886683609203225
2400880,4.2386383637194237E-4,-3.372773635411226
2410879,2.741279341469613E-4,-3.5620467067890593
2420879,1.551944587389924E-4,-3.809123789405414
2430878,2.247617031811073E-4,-3.6482776856029697
2440878,1.2618362710541415E-4,-3.8989969931035438
2450877,5.5953393488295174E-5,-4.252173569036453
2460877,5.366595378125959E-5,-4.270301147711195
2470876,1.3885880717513815E-4,-3.857426569739702
2480876,8.958079653108785E-5,-4.04778508023116
2490875,2.5678187932079796E-4,-3.5904356269764537
2500875,2.374111543209621E-5,-4.624498880384619
2510874,1.091115458081224E-4,-3.962129291433195
2520874,1.6763682229932952E-5,-4.775630580186955
2530873,6.474649911634164E-4,-3.188783709185842
2540873,2.8067978746553406E-5,-4.551788860996652
2550872,4.5281079074639533E-4,-3.344083232204557
2560872,3.250798736791953E-4,-3.488009917679017
2570871,2.121487606067055E-4,-3.673359501079741
2580871,6.829480112514852E-4,-3.165612355302303
2590870,1.295121107169875E-4,-3.8876896186743304
2600870,2.1269634556197355E-4,-3.6722399718551633
2610869,8.915820164641031E-6,-5.049838699982256
2620869,1.0041611188432449E-4,-3.9981965985349994
2630868,4.22065317924163E-4,-3.3746203333537395
2640868,5.827831786198957E-5,-4.234492992142246
2650867,1.8639568049800244E-4,-3.72956415613235
2660867,4.502474497703587E-4,-3.346548738372499
2670866,4.516814804172777E-5,-4.345167715764635
2680866,4.095501317833504E-5,-4.3876929299858505
2690865,1.1045183263765132E-4,-3.956827073836762
2700865,6.120956439597186E-4,-3.213180711190224
2710864,8.638915046285584E-6,-5.063540796757008
2720864,3.396806691648126E-5,-4.4689291676249105
2730863,4.7313394950901616E-4,-3.325015888232477
2740863,2.8651241364623727E-4,-3.5428565567288133
2750862,2.2311156679819414E-4,-3.6514779139545643
2760862,7.560690490260041E-5,-4.1214385401580484
2770861,5.49639009695863E-4,-3.259922451540872
2780861,1.835451830376622E-4,-3.7362570086408637
2790860,1.8035117904754733E-4,-3.743881014132034
2800860,4.817277658943317E-4,-3.317198321036262
2810859,8.810125798193478E-5,-4.055017890331288
2820858,4.578240168346521E-4,-3.3393014285571168
2830858,1.60715070815792E-4,-3.7939433960104902
2840857,1.3170928873854084E-4,-3.8803835955345027
2850857,1.9644508442885213E-4,-3.7067588339029967
2860856,1.7399525261687184E-4,-3.759462601087647
2870856,2.2265281389169628E-4,-3.652371811873813
2880856,1.2904894107583986E-4,-3.8892455547528617
2890855,2.827942492046396E-5,-4.548529426431312
2900855,1.5441630761657335E-4,-3.8113068365527245
2910854,7.061921274228495E-7,-6.151077128228419
2920854,1.3660095645398872E-4,-3.8645462597962483
2930853,8.79988575993929E-5,-4.0555229658214245
2940853,4.080349977642928E-4,-3.3893025852335077
2950852,1.3487584884412634E-5,-4.870065809058541
2960852,2.469533512558395E-4,-3.607385075912463
2970851,1.5639608439746883E-4,-3.8057741243315415
2980851,2.652960888453124E-4,-3.5762691526012347
2990850,1.4342351700380356E-4,-3.8433796320182565
3000850,2.6606505188326516E-4,-3.57501216705335
3010849,1.3839926968036456E-4,-3.8588662016034267
3020849,1.4889196597753327E-4,-3.8271287355974386
3030848,1.9175282786658405E-4,-3.717258222592556
3040848,9.087869140975054E-4,-3.0415379351279515
3050847,7.496698188634301E-5,-4.12512997316738
3060847,8.760968232772344E-5,-4.057447894412587
3070846,3.407839340978808E-5,-4.467520887781816
3080846,2.7019572626675207E-4,-3.5683215245717435
3090845,5.482964104050382E-4,-3.2609845973526803
3100845,2.3898846409992742E-4,-3.6216230618077554
3110844,1.0607350556797957E-4,-3.9743930781392582
3120844,9.90794501269092E-5,-4.004016412335613
3130843,1.2905549489218378E-4,-3.8892234994459587
3140843,1.5130344279892065E-5,-4.820151189811827
3150842,1.514549912098703E-5,-4.819716409890144
3160842,1.323246042065221E-4,-3.878359396344293
3170841,1.996898597169626E-4,-3.6996439881126766
3180841,3.1569571559997826E-4,-3.5007313120067804
3190840,2.1996228221108625E-5,-4.657651782959337
3200840,1.8820808253655754E-4,-3.7253617298691584
3210839,1.217603066307768E-4,-3.914494266881923
3220839,2.7314737210209496E-4,-3.5636029733923027
3230838,4.68054523410749E-5,-4.329703553256688
3240838,4.7192484803931404E-4,-3.3261271553498695
3250837,8.123499529447108E-5,-4.09025684035027
3260837,4.749569036065516E-4,-3.3233457953750998
3270836,3.253801037277813E-5,-4.487609006732331
3280836,1.636040562424042E-4,-3.7862059330494424
3290835,2.4288524914692355E-4,-3.6145988598701306
3300835,7.31914724401983E-5,-4.135539515770897
3310834,8.283366955235239E-4,-3.0817930988603517
3320834,9.774051192706086E-5,-4.009925390635089
3330833,6.655916620741065E-5,-4.176792127128821
3340833,1.3419129955588515E-4,-3.872275641226341
3350832,3.697126360151043E-5,-4.43213570588388
3360832,6.846503622614645E-5,-4.164531157713792
3370831,3.92651663154455E-4,-3.405992558666841
3380831,6.18935378849619E-4,-3.2083546919718753
3390830,1.0643632323271864E-5,-4.972910136256325
3400830,2.4471671708285558E-5,-4.611336362119993
3410829,3.905273860069007E-4,-3.4083485055135814
3420829,6.953251414273679E-5,-4.157812067197484
3430828,2.0670856285013946E-4,-3.684641532460575
3440827,1.5015939447587986E-4,-3.8234474916940773
3450827,3.985531816895126E-4,-3.3995137195043514
3460826,3.595801298294807E-4,-3.444204315114107
3470826,2.3381161511340599E-4,-3.6311339180913667
3480825,2.6796148751580425E-4,-3.57192762000576
3490825,3.058175830489536E-4,-3.5145375483494403
3500825,2.478687335986429E-4,-3.605778252102551
3510824,4.915068480021057E-4,-3.3084704269085328
3520824,2.4095364498701502E-4,-3.6180664995940495
3530823,1.5790962515667358E-4,-3.801591397382266
3540823,1.363268245754773E-4,-3.8654186810773496
3550822,4.797469499118632E-4,-3.3189877776986045
3560822,2.234595307301802E-4,-3.6508011175967945
3570821,7.996217551676172E-5,-4.097115398620053
3580821,2.420602863963676E-4,-3.616076457207104
3590820,8.530065609414566E-5,-4.0690476284224975
3600820,5.80419924651621E-6,-5.236257687520091
3610819,4.993456471161303E-5,-4.301598731592567
3620819,3.6486328721492247E-4,-3.4378698334347586
3630818,2.876281036870105E-4,-3.5411686819891157
3640818,7.475820234177985E-5,-4.126341150343392
3650817,2.8586270969761295E-5,-4.543842493920824
3660817,3.436463645119835E-4,-3.4638882461990828
3670816,1.1024962924484199E-4,-3.9576228623335026
3680816,9.987801332057343E-6,-5.000530104811812
3690815,1.4258598033770818E-4,-3.8459231740724653
3700815,1.9978437635938224E-4,-3.699438477702693
3710814,1.5354450273876423E-4,-3.8137657277260093
3720814,2.2670958253221462E-4,-3.6445301227808033
3730813,3.915542034998408E-4,-3.407208109336701
3740813,4.147884071915206E-4,-3.3821733900918405
3750812,3.6951952379893535E-5,-4.432362610437922
3760812,3.424895004971074E-5,-4.4653527378826885
3770811,1.0567508968844656E-4,-3.976027374904849
3780811,2.7615139429387195E-4,-3.5588527596733077
3790810,1.0808072039517823E-4,-3.9662517692542716
3800810,1.5684087873634974E-4,-3.8045407331323595
3810809,3.9913444294636263E-4,-3.3988807935486824
3820809,2.2914415835998653E-4,-3.6398912098761484
3830808,1.6798978445872035E-4,-3.7747171271318702
3840808,3.336741115585438E-4,-3.4766774872122017
3850807,1.4110006456183734E-4,-3.850472787529541
3860807,1.0016487950914875E-4,-3.9992845270621595
3870806,1.608234664650307E-4,-3.7936505811304566
3880806,1.368432158026385E-4,-3.8637767284877746
3890805,1.6038227290320772E-4,-3.7948436360878626
3900805,3.09458298085088E-4,-3.509397867263474
3910804,2.1626916126508627E-4,-3.6650054040340727
3920804,8.304864628638482E-5,-4.080667442263095
3930803,1.6148477009165233E-4,-3.7918684304662955
3940803,4.9251571454478776E-5,-4.307579908047165
3950802,5.274443214627768E-4,-3.2778233789833187
3960802,9.591840826390593E-5,-4.018098036830997
3970801,2.756993928202032E-4,-3.559564190350975
3980801,1.6318678977604128E-4,-3.787315000971731
3990800,6.316761474886369E-5,-4.199505522044438
4000800,2.593618105607067E-4,-3.5860939707490322
4010799,1.5528788535711961E-4,-3.808862424038193
4020799,6.285769897435196E-6,-5.201641521203142
4030798,2.257432512653527E-4,-3.64638522432355
4040798,4.803097087748741E-4,-3.3184786346295394
4050797,5.043161061103757E-4,-3.2972971617572555
4060797,6.024734774268674E-4,-3.2200620671940805
4070796,9.311346361933127E-5,-4.030987518236388
4080795,3.7724909569667386E-4,-3.4233717925978735
4090795,2.919852232145754E-4,-3.5346391267664967
4100794,3.459051368566673E-4,-3.461042988457047
4110794,1.294496044055657E-4,-3.887899272419085
4120794,7.10773660477871E-5,-4.14826867445293
4130793,8.822675288868222E-5,-4.054399704321696
4140793,5.467975024151336E-6,-5.262173477809049
4150792,1.3233442149757654E-4,-3.8783271768095706
4160792,6.407676586470735E-5,-4.193299416439377
4170791,4.375842908477859E-4,-3.3589382774437793
4180791,6.134362785553372E-5,-4.212230543465217
4190790,3.0662299571130946E-4,-3.513395277609409
4200790,2.87561877657377E-4,-3.541268689292053
4210789,3.9249944411379705E-4,-3.4061609539976625
4220789,7.996118176460829E-5,-4.097120795968932
4230788,2.982752732972491E-4,-3.525382747696135
4240788,2.6027309346877004E-4,-3.584570726097543
4250787,8.82707453282791E-5,-4.054183206361656
4260787,9.285030061050164E-5,-4.032216685857741
4270786,2.469930225631715E-4,-3.6073153151820905
4280786,1.744546439111591E-4,-3.758317465320788
4290785,3.6694202731392225E-5,-4.435402543939785
4300785,6.147149231481636E-5,-4.211326243586104
4310784,3.240598644260527E-4,-3.489374754026916
4320784,3.295030407101631E-5,-4.482140573308055
4330783,1.2112278994840252E-4,-3.916774134167969
4340783,6.834241711290683E-5,-4.165309665276297
4350782,3.4643679626151575E-4,-3.4603759862718007
4360782,4.364519620734663E-4,-3.3600635497922973
4370781,4.941442000995313E-5,-4.306146297697738
4380781,1.423124430942864E-4,-3.846757125699753
4390780,1.996375270404288E-4,-3.6997578184860775
4400780,8.145249548133698E-5,-4.0890956055583905
4410779,8.882979546747833E-5,-4.051441337862307
4420779,1.287628533503574E-5,-4.890209408030343
4430778,1.0256072521777512E-4,-3.989018916872017
4440778,1.4963255210930385E-4,-3.82497391674174
4450777,5.174796621112039E-4,-3.2861067140960585
4460777,9.759903943093038E-5,-4.010554456635555
4470776,1.2580403258737155E-4,-3.9003054375682225
4480776,5.6331375343405045E-5,-4.2492496452361594
4490775,2.2329242975387202E-4,-3.651126000492605
4500775,7.654561735484955E-5,-4.116079669931007
4510774,1.900738725290151E-4,-3.7210775769605275
4520774,1.0775528540179822E-4,-3.96756141848009
4530773,4.2596871482781986E-4,-3.370622296382204
4540773,8.83896725894895E-5,-4.05359847479923
4550772,1.2141870333827973E-4,-3.9157144093813447
4560772,1.1251955762424875E-4,-3.9487719839519606
4570771,1.323580042856942E-4,-3.8782497898216794
4580771,9.764588444485503E-6,-5.010346056529282
4590770,1.2360650223146256E-4,-3.907958682896323
4600770,1.894849466048326E-4,-3.7224252863087544
4610769,3.6078185643692503E-4,-3.4427553110620646
4620769,1.577545551261695E-4,-3.8020180917503983
4630768,8.184838911782057E-5,-4.086989863645148
4640768,5.394995697318284E-6,-5.2680088973446795
4650767,1.8338748913125085E-4,-3.7366302956376076
4660767,8.472975703907191E-5,-4.0719640389222995
4670766,3.9143976120890027E-4,-3.407335062181923
4680766,1.7300703018230702E-4,-3.7619362488518475
4690765,7.105745679834753E-5,-4.14839034030587
4700765,3.688550086842642E-4,-3.4331443148783176
4710764,1.340771412238771E-5,-4.872645258587987
4720764,4.433027780393424E-4,-3.3532995471049594
4730763,1.8505332824835161E-4,-3.7327030995616006
4740763,1.8382914704939252E-5,-4.735585627883887
4750762,1.1343427118673038E-4,-3.9452557149432352
4760762,8.042889373315943E-5,-4.094587904800983
4770761,1.4836810313677176E-4,-3.8286594556650435
4780761,8.045458738558832E-5,-4.094449188116249
4790760,1.6235739585620623E-4,-3.789527923198247
4800760,2.7368011532660975E-4,-3.5627567558147373
4810759,2.6908936866097954E-4,-3.570103460255862
4820759,4.8667275586020746E-5,-4.31276296505863
4830758,9.160060922467493E-5,-4.038101637881989
4840758,2.0632789420025872E-4,-3.6854420542453403
4850757,9.019924528053023E-5,-4.044797096292563
4860757,2.9458607384158806E-4,-3.5307877876926645
4870756,1.5506101355364655E-4,-3.8094973815988267
4880756,3.5916447301314637E-4,-3.4447066284006613
4890755,8.226477402291587E-5,-4.084786090941025
4900755,1.4393801228436667E-4,-3.8418244990077843
4910754,7.082701053598767E-5,-4.14980108850125
4920754,3.8075965250639926E-5,-4.419349078203004
4930753,2.266303381750626E-4,-3.644681953165959
4940753,1.9164437186059528E-4,-3.717503930418383
4950752,2.5853956277417564E-5,-4.587472989978841
4960752,1.9698601813438143E-4,-3.705564598521558
4970751,2.4085281469066324E-4,-3.618248274001901
4980751,2.411408384921556E-4,-3.6177292332979087
4990750,8.932155833041045E-5,-4.049043708704108
5000750,4.039538426285721E-6,-5.39366825626793
5010749,1.0775481095379157E-4,-3.9675633306888884
5020749,3.588487127546847E-4,-3.44508860730972
5030748,1.3838037919227463E-4,-3.8589254836697497
5040748,2.9886917818160153E-4,-3.5245188706276727
5050747,1.959786962627131E-4,-3.7077911357782227
5060747,3.470447413778312E-4,-3.4596145318923464
5070746,5.088202801676956E-4,-3.293435587238972
5080746,5.051540087630396E-5,-4.296576196219725
5090745,2.1303590735989464E-4,-3.671547189735126
5100745,8.418255035819806E-5,-4.074777921190582
5110744,7.422857479739521E-5,-4.129428877903045
5120744,2.4539440074476324E-4,-3.6101353509545513
5130743,9.40201950606319E-5,-4.026778852130236
5140743,4.75264075933263E-5,-4.323065011738444
5150742,1.9016910777790207E-4,-3.7208600310960085
5160742,2.2172682425003888E-4,-3.6541817632722244
5170741,3.933635091024592E-4,-3.4052059304626656
5180741,3.928454789797157E-4,-3.40577824052204
5190740,2.187164405618608E-4,-3.6601185705200403
5200740,1.4558017657983002E-4,-3.836897758183121
5210739,1.955182675941875E-4,-3.708812659522738
5220739,6.872038226741882E-6,-5.162914433341994
5230738,3.0378627189830986E-4,-3.517431855797529
5240738,2.762346491050113E-4,-3.558721847222584
5250737,7.585107808472237E-5,-4.1200382421294774
5260737,5.97365298316314E-4,-3.2237600096988612
5270736,1.3875023997314106E-4,-3.8577662570779285
5280736,5.694166121648897E-4,-3.244569866893482
5290735,2.4485350325401903E-4,-3.6110936779108025
5300735,1.113410464519872E-4,-3.9533447012418708
5310734,1.8778769097180597E-4,-3.7263328780881118
5320734,1.498694073133178E-4,-3.824287010186898
5330733,1.4070401438269308E-4,-3.8516935116670235
5340733,1.3758411860612387E-4,-3.861431694005911
5350732,9.497869038785718E-6,-5.022373822975186
5360732,4.173250081782283E-4,-3.379525589435474
5370731,1.425415771563322E-4,-3.8460584402457942
5380731,1.9622384004551894E-4,-3.707248229518553
5390730,1.3641389666629348E-4,-3.8651413852655487
5400730,1.4418125217272165E-4,-3.8410912070733665
5410729,8.339201535597871E-5,-4.078875530331634
5420729,4.0954299406028113E-4,-3.387700499024448
5430728,4.7809313187646495E-4,-3.3204874951864047
5440728,4.8928418724795E-4,-3.310438819600635
5450727,3.316404582793796E-5,-4.479332493394176
5460727,2.866893443365637E-5,-4.542588448601585
5470726,1.7637895946418056E-4,-3.7535532238165112
5480726,5.996779143991293E-5,-4.2220819455447645
5490725,3.328376185395888E-4,-3.4777675940373767
5500725,1.1187114464326225E-4,-3.951281918281689
5510724,1.925801578830684E-4,-3.715388461582262
5520724,1.3664998959779287E-4,-3.864390397031118
5530723,2.3005410263449925E-4,-3.638170017406197
5540723,2.136346070285318E-4,-3.6703283938526465
5550722,1.1208631425239272E-5,-4.950447411557672
5560722,2.268741835741666E-4,-3.6442149204622245
5570721,2.47519970350858E-4,-3.606389755666603
5580721,3.351463987127342E-4,-3.474765442919786
5590720,2.1562118078256916E-4,-3.6663085800104533
5600720,4.546240970412427E-4,-3.3423475485171497
5610719,2.9364253165287862E-5,-4.532181040294171
5620719,4.652383337535259E-5,-4.332324508363755
5630718,2.9134341844759564E-4,-3.5355947883312595
5640717,7.263135019609309E-5,-4.13887588235296
5650717,1.3463910281456015E-5,-4.870828791001216
5660716,6.004385093124763E-5,-4.221531461922459
5670716,1.1452510105257528E-4,-3.941099316346845
5680715,1.3159510956428728E-4,-3.880760249997963
5690715,1.3986186817969168E-4,-3.8543006750467836
5700714,1.8240654366005713E-4,-3.7389595858295386
5710714,2.734084509238338E-4,-3.563188065726991
5720713,2.281674178532063E-5,-4.6417463724368035
5730713,1.7586179276845408E-4,-3.7548285038750757
5740713,5.843017641264289E-5,-4.233362802463963
5750712,4.546246267648866E-4,-3.342347042481673
5760712,3.594349971855141E-5,-4.444379639123037
5770711,8.211694383729621E-5,-4.085567222225173
5780711,1.720638705574998E-4,-3.764310311919689
5790710,2.6824874237791534E-4,-3.571462305446306
5800710,9.768055140822216E-5,-4.010191897457193
5810709,3.071543205933326E-5,-4.512643371288108
5820709,1.3274240075586093E-4,-3.876990332048848
5830708,1.2327945731678796E-6,-5.909109286074543
5840708,9.693407197706567E-5,-4.013523543168754
5850707,1.1609401632246672E-4,-3.9351901639401783
5860707,3.333734172696941E-4,-3.4770690331623446
5870706,1.416855738439946E-4,-3.8486743665407737
5880706,2.1860974346707011E-4,-3.660330485388687
5890705,1.0009877665490612E-4,-3.9995712301657393
5900705,3.0828081665684344E-5,-4.511053499208895
5910704,8.938197465863995E-5,-4.048750054980226
5920704,2.8299381446855726E-4,-3.548223056954619
5930703,1.369173844608589E-4,-3.863541405802535
5940703,1.0582808679074068E-4,-3.9753990551796377
5950702,2.262508114835501E-4,-3.6454098544555946
5960702,1.863915608080766E-4,-3.729573754951214
5970701,2.2442219299694487E-4,-3.6489341981309775
5980701,1.7043682335814614E-4,-3.768436568879497
5990700,6.838930227886056E-5,-4.16501182700226
6000700,6.950885793865289E-6,-5.157959847082589
6010699,2.3130765880179902E-4,-3.6358099871157084
6020699,1.2372739235404215E-4,-3.9075341400537678
6030698,5.238746966621742E-5,-4.28077257762645
6040698,2.3246270559233937E-4,-3.633646711826159
6050697,2.747542594073372E-4,-3.561055566155558
6060697,1.0363160928451825E-4,-3.9845077576791894
6070696,8.911433551399046E-6,-5.050052426896568
6080696,3.485242086145662E-4,-3.457767050270217
6090695,2.4702351969905557E-4,-3.6072616945572245
6100695,3.2565163472367536E-4,-3.487246737389516
6110694,5.128953973535343E-5,-4.2899711982103845
6120694,2.0576997458328396E-4,-3.6866179960659204
6130693,4.1308579154172197E-4,-3.3839597427168244
6140693,2.533742351051243E-4,-3.5962375493601098
6150692,1.8365716624246372E-4,-3.7359921209596485
6160692,2.1820749302515019E-4,-3.661130340257291
6170691,3.4177150401748047E-4,-3.4662641504036795
6180691,5.1162836090604854E-5,-4.291045389440431
6190690,7.084065815801907E-6,-5.149717412571346
6200690,3.998887041335089E-4,-3.3980608634378013
6210689,2.044472788994533E-4,-3.6894186653337413
6220689,1.3707620981906485E-4,-3.863037912393777
6230688,3.6187908720991885E-5,-4.441436513801884
6240688,3.1376458272830134E-4,-3.5033960804869784
6250687,1.894189350633254E-4,-3.722576609374553
6260687,1.4501774528836555E-4,-3.8385788514941384
6270686,2.4075855936035452E-4,-3.61841826405019
6280686,2.060171079394535E-4,-3.686096713731822
6290685,4.2189533992608756E-5,-4.374795271621112
6300685,2.969411659534163E-4,-3.5273295905241984
6310684,3.982257956091768E-5,-4.399870611390795
6320684,2.4785095248152343E-4,-3.6058094077789034
6330683,1.7996420576138445E-4,-3.7448138659309085
6340683,3.803678778129059E-4,-3.419796166491844
6350682,4.2144472216036625E-6,-5.375259380553019
6360682,1.5494209200301605E-4,-3.8098305845559963
6370681,1.4621101565089748E-5,-4.835019906063669
6380681,1.7497420383631796E-4,-3.757025973927023
6390680,2.696300647263476E-4,-3.5692316840329443
6400680,2.5995895231718625E-5,-4.5850952219887855
6410679,1.7845060123177563E-4,-3.748481984490598
6420679,1.222548821687557E-4,-3.9127337885919626
6430678,1.9429396608290218E-4,-3.7115406864696463
6440678,5.956863969155809E-5,-4.224982317329314
6450677,8.958490470344771E-5,-4.04776516395729
6460677,1.1157413312291894E-4,-3.9524364787325177
6470676,9.308166666241737E-5,-4.031135849108869
6480676,1.4145080770985898E-4,-3.8493945682993678
6490675,7.79212596467996E-5,-4.1083440354257394
6500675,1.7083256298100477E-4,-3.767429343394913
6510674,2.5333124557838513E-4,-3.596311241534357
6520674,8.813806576874198E-5,-4.0548364845179465
6530673,2.9584075247992685E-4,-3.5289420015423105
6540673,1.8056369551062054E-4,-3.7433695653423102
6550672,4.932234281466616E-5,-4.306956302568677
6560672,4.332851225280218E-5,-4.36322622283941
6570671,1.6414088878565752E-4,-3.7847832193003588
6580671,2.3509628648374467E-4,-3.6287542308170235
6590670,5.19456823291854E-5,-4.284450544710022
6600670,3.9198201969334263E-4,-3.4067338537118284
6610669,1.0356467958769483E-4,-3.984788334123633
6620669,3.814961271863047E-4,-3.418509866490633
6630668,1.4833173031767529E-4,-3.8287659371181677
6640668,9.923157421147101E-5,-4.003350118934437
6650667,1.2800941857323648E-4,-3.892758075009171
6660667,1.1252108352900038E-4,-3.9487660944200953
6670666,2.8245631806777404E-4,-3.549048706389569
6680666,3.228890565580778E-4,-3.490946673957686
6690665,1.4177361424775705E-4,-3.8484045889899
6700665,5.738803906832108E-5,-4.241178614708647
6710664,1.939422071527918E-4,-3.7123276662239375
6720664,1.758821585326608E-5,-4.754778213094001
